Mode,M,N,K,Time_ms,TFLOPS,Precision
rtx4090_aot_benchmark,4096,2048,16384,1.7027891540527345,161.4280348742973,
rtx4090_benchmark_fp16,12288,4096,16384,10.219302368164064,161.3874785427547,fp16
rtx4090_benchmark_fp16,12288,4096,12288,7.667302703857422,161.32799617076418,fp16
rtx4090_aot_benchmark,12288,12288,8192,15.341282958984374,161.25777544877366,
rtx4090_aot_benchmark,16384,16384,1024,3.409363098144531,161.2488309582491,
rtx4090_torch_compile_benchmark,4096,16384,8192,6.820230102539062,161.21327451498584,fp16
rtx4090_benchmark_fp16,2048,8192,12288,2.5579456329345707,161.19062700444292,fp16
rtx4090_torch_compile_benchmark,12288,2048,16384,5.115903854370117,161.19023036908322,fp16
rtx4090_benchmark_fp16,4096,16384,512,0.4263423919677734,161.18377630436146,fp16
rtx4090_aot_benchmark,2048,4096,16384,1.7053695678710938,161.18377630436146,
rtx4090_torch_compile_benchmark,8192,4096,8192,3.410943984985352,161.17409617629968,fp16
rtx4090_aot_benchmark,12288,16384,4096,10.234244995117187,161.15184290105174,
rtx4090_aot_benchmark,8192,4096,2048,0.852940845489502,161.13538728834575,
rtx4090_aot_benchmark,12288,16384,8192,20.476334228515626,161.09010756106994,
rtx4090_benchmark_fp16,2048,16384,12288,5.119590377807617,161.07416023098634,fp16
rtx4090_benchmark_fp16,512,12288,16384,1.2800000190734862,161.06127120000008,fp16
rtx4090_torch_compile_benchmark,8192,4096,16384,6.8268287658691404,161.05744929080822,fp16
rtx4090_benchmark_fp16,16384,512,2048,0.2133968114852905,161.01336345584724,fp16
rtx4090_benchmark_fp16,8192,16384,12288,20.4906494140625,160.97756672681408,fp16
rtx4090_aot_benchmark,2048,16384,2048,0.8537983894348145,160.97354501099483,
rtx4090_benchmark_fp16,12288,512,4096,0.3202048063278198,160.95825713257625,fp16
rtx4090_benchmark_fp16,4096,1024,12288,0.6406144142150879,160.9067994985684,fp16
rtx4090_aot_benchmark,2048,512,4096,0.0534016013145446,160.8553747555958,
rtx4090_aot_benchmark,16384,16384,8192,27.34356689453125,160.84392091448814,
rtx4090_torch_compile_benchmark,16384,4096,12288,10.25433578491211,160.8361064293094,fp16
rtx4090_torch_compile_benchmark,4096,8192,8192,3.4181121826171874,160.83609446283936,fp16
rtx4090_benchmark_fp16,12288,16384,12288,30.76669311523437,160.81683873077853,fp16
rtx4090_benchmark_fp16,16384,16384,12288,41.02615051269532,160.8015786081264,fp16
rtx4090_torch_compile_benchmark,2048,12288,16384,5.128416061401367,160.7969616659114,fp16
rtx4090_torch_compile_benchmark,16384,16384,8192,27.35329284667969,160.78672998369416,fp16
rtx4090_torch_compile_benchmark,16384,8192,1024,1.7096576690673828,160.7795010178533,fp16
rtx4090_torch_compile_benchmark,12288,16384,2048,5.12922248840332,160.77168083397004,fp16
rtx4090_aot_benchmark,12288,16384,1024,2.565140380859375,160.7385168829884,
rtx4090_aot_benchmark,8192,1024,2048,0.2137727975845336,160.73017126705696,
rtx4090_torch_compile_benchmark,2048,16384,8192,3.420774459838867,160.7109209748648,fp16
rtx4090_benchmark_fp16,8192,8192,8192,6.841958618164062,160.70129755783844,fp16
rtx4090_aot_benchmark,256,4096,4096,0.05346559882164,160.6628333230835,
rtx4090_torch_compile_benchmark,16384,1024,4096,0.8554944038391114,160.65441556979192,fp16
rtx4090_benchmark_fp16,12288,512,2048,0.1604096055030822,160.65000406415706,fp16
rtx4090_benchmark_fp16,8192,12288,12288,15.404237365722656,160.59874330428707,fp16
rtx4090_benchmark_fp16,1024,16384,12288,2.5675775527954103,160.58594217226133,fp16
rtx4090_torch_compile_benchmark,16384,8192,512,0.8561152458190918,160.5379113889097,fp16
rtx4090_benchmark_fp16,16384,512,12288,1.284505558013916,160.49633177668704,fp16
rtx4090_benchmark_fp16,2048,12288,1024,0.32117760181427,160.4707403656505,fp16
rtx4090_torch_compile_benchmark,8192,2048,16384,3.425894546508789,160.47073440956822,fp16
rtx4090_benchmark_fp16,1024,2048,16384,0.4282368183135986,160.4707344095682,fp16
rtx4090_benchmark_fp16,4096,2048,8192,0.8565759658813478,160.45156407182915,fp16
rtx4090_aot_benchmark,2048,2048,4096,0.2141439914703369,160.45156407182915,
rtx4090_aot_benchmark,512,2048,4096,0.0535423994064331,160.4323804541326,
rtx4090_aot_benchmark,2048,4096,12288,1.2852659606933594,160.40137723462635,
rtx4090_benchmark_fp16,12288,8192,12288,15.423890686035154,160.39410631559252,fp16
rtx4090_aot_benchmark,8192,12288,8192,10.2835400390625,160.37934752032686,
rtx4090_benchmark_fp16,12288,16384,512,1.285516834259033,160.37007428753657,fp16
rtx4090_torch_compile_benchmark,4096,16384,16384,13.714643859863282,160.34125844037206,fp16
rtx4090_aot_benchmark,12288,4096,2048,1.2857568359375,160.34013932166351,
rtx4090_aot_benchmark,16384,12288,8192,20.57238525390625,160.3379891352987,
rtx4090_torch_compile_benchmark,16384,2048,12288,5.143116760253906,160.33735170175086,fp16
rtx4090_benchmark_fp16,12288,16384,8192,20.575027465820312,160.3173987887792,fp16
rtx4090_torch_compile_benchmark,16384,16384,16384,54.871038818359374,160.30483861123665,fp16
rtx4090_aot_benchmark,4096,2048,12288,1.2869235229492189,160.1947796676764,
rtx4090_benchmark_fp16,12288,2048,1024,0.3217407941818238,160.18984376247198,fp16
rtx4090_torch_compile_benchmark,16384,12288,16384,41.18548583984375,160.17948148796265,fp16
rtx4090_aot_benchmark,16384,12288,1024,2.574418029785156,160.15924983651905,
rtx4090_torch_compile_benchmark,2048,8192,4096,0.8582655906677246,160.13569105697627,fp16
rtx4090_torch_compile_benchmark,2048,16384,12288,5.149695968627929,160.1325060461216,fp16
rtx4090_benchmark_fp16,1024,4096,12288,0.643839979171753,160.10067476176752,fp16
rtx4090_benchmark_fp16,4096,256,4096,0.0536575973033905,160.08794697665715,fp16
rtx4090_benchmark_fp16,4096,8192,1024,0.4293119907379151,160.06885020351464,fp16
rtx4090_benchmark_fp16,2048,2048,12288,0.643993616104126,160.06247969907412,fp16
rtx4090_aot_benchmark,4096,256,16384,0.2146944046020507,160.0402135849226,
rtx4090_aot_benchmark,4096,4096,2048,0.4294015884399414,160.0354506970146,
rtx4090_benchmark_fp16,8192,8192,12288,10.30577926635742,160.03325891598817,fp16
rtx4090_benchmark_fp16,8192,8192,16384,13.741683959960938,160.02574807856743,fp16
rtx4090_torch_compile_benchmark,4096,4096,16384,3.4356990814208985,160.01279531752184,fp16
rtx4090_aot_benchmark,1024,2048,12288,0.3221240043640136,159.99927622207898,
rtx4090_torch_compile_benchmark,12288,4096,8192,5.155020904541016,159.96709540122075,fp16
rtx4090_aot_benchmark,12288,12288,1024,1.9333331298828125,159.95052302793997,
rtx4090_aot_benchmark,4096,256,12288,0.1611135959625244,159.9480392827564,
rtx4090_aot_benchmark,2048,16384,8192,3.4381619262695318,159.8981739887089,
rtx4090_benchmark_fp16,4096,12288,16384,10.316178894042968,159.87193112910848,fp16
rtx4090_torch_compile_benchmark,8192,16384,1024,1.7194944381713868,159.85972437126438,fp16
rtx4090_benchmark_fp16,512,4096,16384,0.4298751831054687,159.85913920306456,fp16
rtx4090_torch_compile_benchmark,4096,12288,12288,7.737971496582031,159.85463138425595,fp16
rtx4090_aot_benchmark,2048,12288,4096,1.2899980163574218,159.81298234095837,
rtx4090_torch_compile_benchmark,2048,12288,8192,2.5800703048706053,159.808381824959,fp16
rtx4090_aot_benchmark,12288,1024,2048,0.3225087881088256,159.808381824959,
rtx4090_aot_benchmark,8192,512,4096,0.2150271892547607,159.79252896846984,
rtx4090_torch_compile_benchmark,16384,1024,16384,3.440435028076172,159.79252896846984,fp16
rtx4090_benchmark_fp16,1024,8192,8192,0.8601663589477538,159.78182829671437,fp16
rtx4090_aot_benchmark,4096,256,4096,0.0537711977958679,159.7497348786993,
rtx4090_aot_benchmark,4096,16384,1024,0.8603495597839356,159.74780472546044,
rtx4090_benchmark_fp16,16384,2048,512,0.2150912046432495,159.74497155748,fp16
rtx4090_benchmark_fp16,512,8192,16384,0.8604127883911133,159.73606544016766,fp16
rtx4090_torch_compile_benchmark,1024,16384,16384,3.442073440551758,159.716468396989,fp16
rtx4090_aot_benchmark,16384,1024,4096,0.8605299949645996,159.71430894474975,
rtx4090_aot_benchmark,16384,16384,4096,13.768907470703123,159.70934950583296,
rtx4090_aot_benchmark,4096,8192,2048,0.8605567932128906,159.7093353465625,
rtx4090_benchmark_fp16,12288,8192,16384,20.653465270996094,159.70854479127877,fp16
rtx4090_benchmark_fp16,512,16384,1024,0.1075711965560913,159.70696370419034,fp16
rtx4090_benchmark_fp16,16384,8192,12288,20.65653076171875,159.68484356729135,fp16
rtx4090_aot_benchmark,8192,16384,1024,1.7213848876953124,159.6841641336948,
rtx4090_aot_benchmark,512,12288,2048,0.1614068031311035,159.65748206454683,
rtx4090_aot_benchmark,12288,512,4096,0.3228415966033935,159.64363977333346,
rtx4090_benchmark_fp16,8192,12288,16384,20.66452484130859,159.6230694225398,fp16
rtx4090_aot_benchmark,4096,16384,4096,3.444879455566406,159.5863718829631,
rtx4090_torch_compile_benchmark,12288,2048,8192,2.5837568283081054,159.58036603854595,fp16
rtx4090_aot_benchmark,1024,8192,16384,1.7227545166015623,159.55721160217604,
rtx4090_aot_benchmark,512,16384,2048,0.2153599977493286,159.54559215771127,
rtx4090_benchmark_fp16,512,8192,4096,0.2153984069824218,159.51714244016677,fp16
rtx4090_torch_compile_benchmark,8192,2048,4096,0.8616415977478027,159.50826170793528,fp16
rtx4090_benchmark_fp16,1024,12288,2048,0.3231744050979614,159.4792370279979,fp16
rtx4090_aot_benchmark,2048,256,16384,0.1077376008033752,159.46029107659302,
rtx4090_benchmark_fp16,16384,4096,16384,13.790815734863283,159.45563321485423,fp16
rtx4090_benchmark_fp16,8192,16384,512,0.8619520187377929,159.4508168485526,fp16
rtx4090_benchmark_fp16,4096,512,16384,0.4312016010284424,159.3673969950478,fp16
rtx4090_benchmark_fp16,8192,4096,512,0.2156032085418701,159.36561705354836,fp16
rtx4090_torch_compile_benchmark,2048,8192,16384,3.449856185913086,159.35615407182377,fp16
rtx4090_benchmark_fp16,2048,2048,16384,0.8624655723571777,159.3558721380262,fp16
rtx4090_torch_compile_benchmark,12288,16384,16384,41.4023681640625,159.34039667765418,fp16
rtx4090_aot_benchmark,512,8192,4096,0.215667200088501,159.31833099284532,
rtx4090_torch_compile_benchmark,4096,2048,8192,0.862724781036377,159.30799310864452,fp16
rtx4090_benchmark_fp16,1024,8192,16384,1.7258495330810548,159.2710729847214,fp16
rtx4090_torch_compile_benchmark,12288,2048,12288,3.883244705200196,159.26765825387645,fp16
rtx4090_aot_benchmark,16384,8192,1024,1.7258905029296876,159.26729214709542,
rtx4090_aot_benchmark,2048,8192,2048,0.4316287994384765,159.20966540091848,
rtx4090_benchmark_fp16,12288,12288,16384,31.08085632324219,159.19131292698796,fp16
rtx4090_aot_benchmark,4096,4096,1024,0.2158591985702514,159.17662344520198,
rtx4090_aot_benchmark,12288,8192,1024,1.2951756286621094,159.1741117156115,
rtx4090_torch_compile_benchmark,8192,1024,8192,0.8635392189025879,159.15774346260918,fp16
rtx4090_aot_benchmark,8192,12288,1024,1.295404815673828,159.1459501412792,
rtx4090_torch_compile_benchmark,16384,16384,12288,41.466650390625,159.0933847926019,fp16
rtx4090_benchmark_fp16,8192,512,12288,0.6480271816253662,159.0661904728428,fp16
rtx4090_benchmark_fp16,8192,16384,16384,27.651687622070312,159.051648898047,fp16
rtx4090_benchmark_fp16,4096,2048,2048,0.2160640001296996,159.02574398036884,fp16
rtx4090_torch_compile_benchmark,2048,4096,8192,0.8644607543945313,158.9880775654903,fp16
rtx4090_benchmark_fp16,16384,8192,16384,27.66561279296875,158.9715920632623,fp16
rtx4090_aot_benchmark,8192,128,4096,0.0540416002273559,158.950411458241,
rtx4090_aot_benchmark,2048,8192,1024,0.2162175893783569,158.9127807168095,
rtx4090_torch_compile_benchmark,2048,12288,12288,3.892428970336914,158.89186298252915,fp16
rtx4090_benchmark_fp16,1024,4096,16384,0.8650239944458007,158.88455621402008,fp16
rtx4090_torch_compile_benchmark,8192,16384,512,0.8652799606323243,158.83755515563217,fp16
rtx4090_aot_benchmark,1024,12288,8192,1.2982476806640626,158.79745697103692,
rtx4090_torch_compile_benchmark,2048,16384,2048,0.8655360221862793,158.79056440058898,fp16
rtx4090_torch_compile_benchmark,4096,4096,4096,0.8655360221862793,158.79056440058898,fp16
rtx4090_benchmark_fp16,4096,512,12288,0.3247103929519653,158.72484734304237,fp16
rtx4090_aot_benchmark,2048,16384,4096,1.73191162109375,158.71358768896476,
rtx4090_aot_benchmark,512,12288,8192,0.6494976043701172,158.7060743726164,
rtx4090_aot_benchmark,4096,8192,12288,5.1968408203125,158.6798113209118,
rtx4090_benchmark_fp16,12288,8192,8192,10.394009399414063,158.6748076018647,fp16
rtx4090_benchmark_fp16,16384,256,4096,0.2165647983551025,158.6580027270182,fp16
rtx4090_torch_compile_benchmark,1024,8192,8192,0.8663503646850585,158.64130619020716,fp16
rtx4090_aot_benchmark,128,8192,4096,0.0541544020175933,158.61932312001804,
rtx4090_torch_compile_benchmark,16384,12288,12288,31.1955078125,158.60624403778488,fp16
rtx4090_aot_benchmark,8192,2048,2048,0.4334107875823975,158.55506762838814,
rtx4090_torch_compile_benchmark,8192,4096,12288,5.201305770874024,158.5435960042451,fp16
rtx4090_torch_compile_benchmark,1024,16384,4096,0.8672767639160156,158.4718502677528,fp16
rtx4090_aot_benchmark,4096,16384,12288,10.4079150390625,158.46280791820902,
rtx4090_torch_compile_benchmark,12288,16384,12288,31.22421875,158.46040423323643,fp16
rtx4090_aot_benchmark,8192,1024,16384,1.734799346923828,158.44939498704423,
rtx4090_aot_benchmark,8192,4096,12288,5.20470703125,158.4399882415572,
rtx4090_torch_compile_benchmark,8192,12288,512,0.6506495952606202,158.4250814183804,fp16
rtx4090_torch_compile_benchmark,8192,12288,1024,1.3012991905212403,158.4250814183804,fp16
rtx4090_benchmark_fp16,2048,12288,16384,5.205811309814453,158.406379285651,fp16
rtx4090_torch_compile_benchmark,12288,8192,512,0.6507520198822021,158.40014622261057,fp16
rtx4090_torch_compile_benchmark,12288,4096,4096,2.6032447814941406,158.3857435716627,fp16
rtx4090_torch_compile_benchmark,1024,16384,12288,2.603622436523437,158.36276974420227,fp16
rtx4090_benchmark_fp16,2048,1024,16384,0.4339712142944336,158.35031097103217,fp16
rtx4090_benchmark_fp16,12288,12288,12288,23.437887573242183,158.3270562309756,fp16
rtx4090_aot_benchmark,8192,2048,1024,0.2170239925384521,158.32230329055517,
rtx4090_torch_compile_benchmark,12288,1024,16384,2.60504322052002,158.27639908933764,fp16
rtx4090_benchmark_fp16,2048,4096,1024,0.1085952043533325,158.20099318660925,fp16
rtx4090_benchmark_fp16,12288,256,2048,0.0814592003822326,158.1761400497416,fp16
rtx4090_torch_compile_benchmark,16384,4096,1024,0.8689120292663575,158.17361118598265,fp16
rtx4090_torch_compile_benchmark,2048,8192,12288,2.6077184677124023,158.11402401030708,fp16
rtx4090_torch_compile_benchmark,12288,12288,16384,31.29466857910156,158.10368186152064,fp16
rtx4090_aot_benchmark,12288,2048,2048,0.6520063877105713,158.0954068041391,
rtx4090_torch_compile_benchmark,1024,12288,16384,2.608127975463867,158.0891981892367,fp16
rtx4090_benchmark_fp16,16384,12288,12288,31.2995849609375,158.07884772807546,fp16
rtx4090_torch_compile_benchmark,16384,8192,16384,27.821875,158.07872442471975,fp16
rtx4090_torch_compile_benchmark,512,12288,8192,0.6520832061767579,158.07678242223994,fp16
rtx4090_benchmark_fp16,4096,4096,512,0.1086976051330566,158.0519567378705,fp16
rtx4090_aot_benchmark,16384,2048,2048,0.869696044921875,158.0310204634151,
rtx4090_torch_compile_benchmark,4096,4096,12288,2.610380744934082,157.95276655184335,fp16
rtx4090_aot_benchmark,8192,12288,12288,15.66232666015625,157.95234106497176,
rtx4090_aot_benchmark,256,16384,8192,0.4351103782653808,157.9357334797629,
rtx4090_benchmark_fp16,16384,8192,8192,13.925375366210936,157.91482798286313,fp16
rtx4090_aot_benchmark,1024,12288,1024,0.1632231950759887,157.88077034028674,
rtx4090_benchmark_fp16,1024,8192,12288,1.3058048248291017,157.87844116365642,fp16
rtx4090_benchmark_fp16,16384,12288,16384,41.78920288085938,157.8654128786372,fp16
rtx4090_aot_benchmark,2048,8192,8192,1.7413938903808597,157.84935761080544,
rtx4090_torch_compile_benchmark,16384,512,8192,0.8708607673645019,157.8196637424986,fp16
rtx4090_benchmark_fp16,1024,8192,2048,0.2177536010742187,157.79182616726916,fp16
rtx4090_aot_benchmark,2048,256,12288,0.0816612005233764,157.78486974743345,
rtx4090_aot_benchmark,2048,12288,2048,0.6533760070800781,157.76400416761334,
rtx4090_torch_compile_benchmark,4096,256,16384,0.217793607711792,157.76284129270002,fp16
rtx4090_benchmark_fp16,2048,8192,1024,0.2178047895431518,157.75474194148785,fp16
rtx4090_benchmark_fp16,8192,512,4096,0.2178159952163696,157.7466261551105,fp16
rtx4090_benchmark_fp16,4096,16384,16384,13.943212890625,157.71280785869357,fp16
rtx4090_torch_compile_benchmark,8192,4096,2048,0.8715776443481446,157.68985627756777,fp16
rtx4090_aot_benchmark,2048,1024,12288,0.3269756078720093,157.62523659616394,
rtx4090_aot_benchmark,12288,512,2048,0.1635071992874145,157.60653896775264,
rtx4090_torch_compile_benchmark,12288,8192,1024,1.3082624435424806,157.5818607540008,fp16
rtx4090_torch_compile_benchmark,8192,2048,12288,2.617344093322754,157.5325389840348,fp16
rtx4090_torch_compile_benchmark,8192,16384,16384,27.918374633789064,157.53232660547258,fp16
rtx4090_benchmark_fp16,1024,512,16384,0.1091040015220642,157.46323640133122,fp16
rtx4090_torch_compile_benchmark,4096,8192,2048,0.8729599952697754,157.44015099973342,fp16
rtx4090_aot_benchmark,16384,256,4096,0.2182904005050659,157.40379919822726,
rtx4090_aot_benchmark,8192,16384,12288,20.95708251953125,157.39475569912383,
rtx4090_torch_compile_benchmark,12288,16384,8192,20.959642028808595,157.37553526888638,fp16
rtx4090_aot_benchmark,2048,12288,12288,3.930132446289063,157.36754398900248,
rtx4090_benchmark_fp16,2048,1024,12288,0.3275264024734497,157.3601613878379,fp16
rtx4090_benchmark_fp16,2048,2048,4096,0.2183680057525634,157.34785986429534,fp16
rtx4090_benchmark_fp16,1024,2048,12288,0.3276799917221069,157.2864039733888,fp16
rtx4090_torch_compile_benchmark,12288,8192,12288,15.73519287109375,157.220898578286,fp16
rtx4090_benchmark_fp16,12288,16384,16384,41.960845947265625,157.21965603236123,fp16
rtx4090_aot_benchmark,512,2048,12288,0.1639140009880066,157.21539112382197,
rtx4090_torch_compile_benchmark,16384,1024,12288,2.622656059265137,157.21347027544678,fp16
rtx4090_aot_benchmark,1024,16384,16384,3.4968792724609377,157.21326675973802,
rtx4090_torch_compile_benchmark,2048,2048,8192,0.4371456146240234,157.2004257553943,fp16
rtx4090_torch_compile_benchmark,8192,1024,16384,1.7493951797485352,157.12739472822375,fp16
rtx4090_aot_benchmark,1024,8192,8192,0.8748543739318848,157.09923567542322,
rtx4090_benchmark_fp16,2048,2048,2048,0.1093631982803344,157.0900399233227,fp16
rtx4090_torch_compile_benchmark,16384,2048,2048,0.8749551773071289,157.0811363103185,fp16
rtx4090_benchmark_fp16,4096,2048,4096,0.4375055789947509,157.07108671367246,fp16
rtx4090_aot_benchmark,1024,8192,12288,1.3125836181640624,157.06308333815562,
rtx4090_torch_compile_benchmark,12288,8192,16384,21.007347106933597,157.01815495966648,fp16
rtx4090_aot_benchmark,8192,8192,1024,0.8754688262939453,156.98897475745622,
rtx4090_benchmark_fp16,2048,8192,16384,3.5026943206787107,156.9522668999203,fp16
rtx4090_torch_compile_benchmark,4096,1024,8192,0.4378623962402344,156.94308834480702,fp16
rtx4090_aot_benchmark,2048,12288,16384,5.255391845703125,156.91193826131746,
rtx4090_torch_compile_benchmark,16384,12288,8192,21.022515869140623,156.90485876478684,fp16
rtx4090_aot_benchmark,8192,8192,16384,14.015712890625,156.89699644339242,
rtx4090_aot_benchmark,16384,1024,2048,0.4380159854888916,156.88805662948295,
